,Date,Equipment_Type,Daily_Rate,Num_Days,Branch,Damaged,Customer_Type
7180,2015-12-06,chainsaw,50,25,Leduc,[False],['Contractor']
7181,2015-12-06,10kwgenerator,500,2,Edmonton,[False],['Contractor']
7182,2015-12-06,40smoothroller,500,4,Langley,[False],['Contractor']
7183,2015-12-06,recipsaw,30,29,Calgary,[False],['Contractor']
7184,2015-12-06,lawnroller,20,2,Taber,[False],['Contractor']
7185,2015-12-06,revplatecompactor,225,43,Kitchener,[False],['Individual']
7186,2015-12-06,100kwgenerator,900,5,Bracebridge,[False],['Contractor']
7187,2015-12-06,jumpingjack,80,3,Ottawa East,[False],['Contractor']
7188,2015-12-06,hammerdrill,30,48,Brossard,[True],['Contractor']
7189,2015-12-06,beltsander,30,7,Dartmouth,[False],['Contractor']
7190,2015-12-07,chainsaw,50,1,Saint John,[True],['Individual']
7191,2015-12-07,draincleaner,15,1,Taber,[False],['Contractor']
7192,2015-12-07,hammerdrill,30,1,Leduc,[False],['Contractor']
7193,2015-12-07,grinder,30,1,Dartmouth,[False],['Contractor']
7194,2015-12-07,19fttelehandler,600,4,Calgary,[False],['Contractor']
7195,2015-12-07,impactwrench,40,8,Leduc,[False],['Contractor']
7196,2015-12-07,5tonexcavator,1300,2,Edmonton,[False],['Contractor']
7197,2015-12-07,40fttelehandler,750,12,Vancouver,[False],['Individual']
7198,2015-12-07,19fttelehandler,600,3,Ottawa East,[False],['Contractor']
7199,2015-12-07,beltsander,30,37,Taber,[False],['Contractor']
7200,2015-12-07,16ftscissorlift,300,3,Bracebridge,[False],['Individual']
7201,2015-12-07,30lbairbreaker,70,44,Leduc,[False],['Contractor']
7202,2015-12-07,10kwgenerator,500,9,Dartmouth,[True],['Contractor']
7203,2015-12-07,impactwrench,40,46,Mississauga,[False],['Contractor']
7204,2015-12-07,trenchroller,400,2,Ottawa Nepean,[False],['Contractor']
7205,2015-12-07,jigsaw,25,33,Langley,[False],['Contractor']
7206,2015-12-07,pedestalfan,30,26,Vancouver,[False],['Individual']
7207,2015-12-07,revplatecompactor,225,3,Ottawa Nepean,[False],['Contractor']
7208,2015-12-07,beltsander,30,3,Saint John,[False],['Contractor']
7209,2015-12-07,10fteasyfence,25,9,Mississauga,[False],['Contractor']
7210,2015-12-08,pedestalfan,30,5,Vancouver,[False],['Contractor']
7211,2015-12-08,12ftscissorlift,250,2,St-Laurent,[False],['Contractor']
7212,2015-12-08,hammerdrill,30,2,Brossard,[False],['Staff']
7213,2015-12-08,pedestalfan,30,2,Barrie,[False],['Contractor']
7214,2015-12-08,lawnroller,20,2,Brossard,[False],['Staff']
7215,2015-12-08,5tonexcavator,1300,1,Bolton,[False],['Contractor']
7216,2015-12-08,revplatecompactor,225,43,Vancouver,[False],['Contractor']
7217,2015-12-08,8drumsander,75,30,Maple Ridge,[False],['Contractor']
7218,2015-12-08,10kwgenerator,500,1,Bracebridge,[False],['Individual']
7219,2015-12-08,1tonexcavator,900,9,Calgary,[False],['Contractor']
7220,2015-12-08,1000psiwasher,75,14,Bolton,[False],['Contractor']
7221,2015-12-08,trenchroller,400,5,Bracebridge,[False],['Contractor']
7222,2015-12-08,5tonexcavator,1300,3,Bracebridge,[False],['Contractor']
7223,2015-12-08,40fttelehandler,750,3,Saint John,[False],['Contractor']
7224,2015-12-08,10ftcrowdfence,25,1,Bolton,[False],['Individual']
7225,2015-12-08,17lbairbreaker,60,40,Medicine Hat,[False],['Contractor']
7226,2015-12-08,recipsaw,30,9,Langley,[False],['Contractor']
7227,2015-12-08,hammerdrill,30,6,Surrey,[False],['Contractor']
7228,2015-12-08,lawnroller,20,44,Dartmouth,[False],['Contractor']
7229,2015-12-08,platecompactor,200,19,Ottawa Downtown,[False],['Contractor']
7230,2015-12-08,8drumsander,75,6,Brossard,[False],['Contractor']
7231,2015-12-08,jumpingjack,80,1,Mississauga,[False],['Contractor']
7232,2015-12-09,circularsaw,30,1,Taber,[False],['Individual']
7233,2015-12-09,2tonexcavator,700,2,Oshawa,[False],['Individual']
7234,2015-12-09,40fttelehandler,750,4,Mississauga,[False],['Contractor']
7235,2015-12-09,5000lbforklift,450,32,Barrie,[False],['Contractor']
7236,2015-12-09,12ftscissorlift,250,34,Ottawa East,[False],['Individual']
7237,2015-12-09,1tonexcavator,900,4,Anjou,[False],['Contractor']
7238,2015-12-09,chainsaw,50,6,Saint John,[False],['Contractor']
7239,2015-12-09,5tonexcavator,1300,2,Kitchener,[False],['Contractor']
7240,2015-12-09,17lbairbreaker,60,5,Langley,[False],['Contractor']
7241,2015-12-09,lawnroller,20,1,Brossard,[False],['Individual']
7242,2015-12-09,3000wgenerator,200,1,St-Laurent,[False],['Contractor']
7243,2015-12-09,30ftscissorlift,400,1,Saint John,[False],['Contractor']
7244,2015-12-09,10ftcrowdfence,25,2,Dartmouth,[False],['Individual']
7245,2015-12-09,impactwrench,40,37,Taber,[False],['Contractor']
7246,2015-12-09,finishnailer,40,4,Kitchener,[False],['Contractor']
7247,2015-12-09,trenchroller,400,10,Ottawa Downtown,[False],['Contractor']
7248,2015-12-09,circularsaw,30,32,Taber,[False],['Contractor']
7249,2015-12-09,grinder,30,8,Brossard,[False],['Contractor']
7250,2015-12-10,5000lbforklift,450,7,Oshawa,[False],['Contractor']
7251,2015-12-10,jigsaw,25,18,Lethbridge,[False],['Contractor']
7252,2015-12-10,30lbairbreaker,70,39,Lethbridge,[False],['Individual']
7253,2015-12-10,roofnailer,40,38,Anjou,[False],['Individual']
7254,2015-12-10,5tonexcavator,1300,3,Oshawa,[False],['Contractor']
7255,2015-12-10,jigsaw,25,1,Brossard,[False],['Contractor']
7256,2015-12-10,5000lbforklift,450,5,Vancouver,[False],['Contractor']
7257,2015-12-10,10ftscissorlift,200,46,Barrie,[False],['Individual']
7258,2015-12-10,jumpingjack,80,2,Vancouver,[True],['Contractor']
7259,2015-12-10,trenchroller,400,2,Edmonton,[False],['Contractor']
7260,2015-12-10,impactwrench,40,16,Leduc,[False],['Contractor']
7261,2015-12-10,recipsaw,30,6,Saint John,[False],['Contractor']
7262,2015-12-10,100kwgenerator,900,2,Toronto,[False],['Contractor']
7263,2015-12-10,impactwrench,40,3,Toronto,[False],['Contractor']
7264,2015-12-10,10ftscissorlift,200,24,Bolton,[False],['Contractor']
7265,2015-12-10,circularsaw,30,31,Chilliwack,[False],['Individual']
7266,2015-12-10,hardwoodnailer,50,1,Lethbridge,[False],['Individual']
7267,2015-12-10,trenchroller,400,4,Barrie,[False],['Contractor']
7268,2015-12-10,jigsaw,25,22,Vancouver,[False],['Contractor']
7269,2015-12-11,impactwrench,40,15,Brossard,[False],['Contractor']
7270,2015-12-11,jigsaw,25,23,Langley,[False],['Contractor']
7271,2015-12-11,1tonexcavator,900,3,Ottawa Downtown,[False],['Contractor']
7272,2015-12-11,100kwgenerator,900,1,Bolton,[False],['Individual']
7273,2015-12-11,jigsaw,25,8,Maple Ridge,[False],['Individual']
7274,2015-12-11,platecompactor,200,37,Ottawa Downtown,[False],['Contractor']
7275,2015-12-11,8drumsander,75,1,Dartmouth,[False],['Individual']
7276,2015-12-11,66padroller,700,19,Barrie,[False],['Individual']
7277,2015-12-11,messageboard,200,4,Edmonton,[False],['Individual']
7278,2015-12-11,hammerdrill,30,6,Brossard,[False],['Contractor']
7279,2015-12-11,10kwgenerator,500,1,Ottawa East,[False],['Contractor']
7280,2015-12-11,impactwrench,40,23,Brossard,[False],['Contractor']
7281,2015-12-11,3000wgenerator,200,19,Barrie,[False],['Individual']
7282,2015-12-11,vortexfan,50,4,Bolton,[False],['Contractor']
7283,2015-12-11,45ftboomlift,450,46,Ottawa Downtown,[False],['Contractor']
7284,2015-12-11,draincleaner,15,24,Brossard,[False],['Individual']
7285,2015-12-11,jigsaw,25,6,Saint John,[False],['Contractor']
7286,2015-12-12,66padroller,700,9,Toronto,[False],['Contractor']
7287,2015-12-12,2tonexcavator,700,15,Toronto,[False],['Contractor']
7288,2015-12-12,revplatecompactor,225,5,Edmonton,[False],['Contractor']
7289,2015-12-12,vortexfan,50,2,Bracebridge,[False],['Contractor']
7290,2015-12-12,100kwgenerator,900,12,Edmonton,[False],['Contractor']
7291,2015-12-12,revplatecompactor,225,3,St-Laurent,[False],['Contractor']
7292,2015-12-12,chainsaw,50,6,Medicine Hat,[False],['Contractor']
7293,2015-12-12,roofnailer,40,2,Calgary,[False],['Individual']
7294,2015-12-12,draincleaner,15,1,Saint John,[False],['Staff']
7295,2015-12-12,lawnroller,20,1,Saint John,[False],['Contractor']
7296,2015-12-12,revplatecompactor,225,27,Barrie,[False],['Individual']
7297,2015-12-12,jigsaw,25,2,Saint John,[False],['Contractor']
7298,2015-12-12,30lbairbreaker,70,2,Chilliwack,[False],['Contractor']
7299,2015-12-12,34ftboomlift,400,49,Bolton,[False],['Contractor']
7300,2015-12-12,messageboard,200,1,Ottawa Downtown,[False],['Contractor']
7301,2015-12-12,recipsaw,30,22,Taber,[False],['Contractor']
7302,2015-12-12,100kwgenerator,900,10,Ottawa Downtown,[False],['Contractor']
7303,2015-12-12,revplatecompactor,225,30,Ottawa Downtown,[False],['Contractor']
7304,2015-12-12,19fttelehandler,600,5,Surrey,[False],['Contractor']
7305,2015-12-13,30lbairbreaker,70,5,St-Laurent,[False],['Contractor']
7306,2015-12-13,30lbairbreaker,70,5,Mississauga,[False],['Contractor']
7307,2015-12-13,circularsaw,30,1,Saint John,[False],['Contractor']
7308,2015-12-13,8drumsander,75,2,Saint John,[False],['Individual']
7309,2015-12-13,hammerdrill,30,2,Leduc,[False],['Staff']
7310,2015-12-13,45ftboomlift,450,3,Barrie,[False],['Individual']
7311,2015-12-13,recipsaw,30,2,Dartmouth,[False],['Individual']
7312,2015-12-13,5tonexcavator,1300,24,Anjou,[False],['Contractor']
7313,2015-12-13,19fttelehandler,600,2,Kitchener,[False],['Contractor']
7314,2015-12-13,revplatecompactor,225,28,Bracebridge,[False],['Individual']
7315,2015-12-13,10kwgenerator,500,2,Leduc,[False],['Individual']
7316,2015-12-13,8drumsander,75,23,Chilliwack,[False],['Contractor']
7317,2015-12-13,2tonexcavator,700,44,Anjou,[False],['Contractor']
7318,2015-12-13,chainsaw,50,24,Taber,[False],['Individual']
7319,2015-12-13,platecompactor,200,38,Anjou,[False],['Individual']
7320,2015-12-13,draincleaner,15,3,Dartmouth,[False],['Staff']
7321,2015-12-13,5000lbforklift,450,35,Vancouver,[False],['Contractor']
7322,2015-12-13,8drumsander,75,1,Brossard,[False],['Contractor']
7323,2015-12-13,circularsaw,30,4,Taber,[False],['Contractor']
7324,2015-12-13,recipsaw,30,45,Brossard,[False],['Contractor']
7325,2015-12-13,100kwgenerator,900,6,Mississauga,[False],['Contractor']
7326,2015-12-13,circularsaw,30,2,Brossard,[False],['Contractor']
7327,2015-12-13,draincleaner,15,48,Chilliwack,[False],['Individual']
7328,2015-12-13,grinder,30,3,Surrey,[False],['Contractor']
7329,2015-12-14,30lbairbreaker,70,5,Taber,[False],['Contractor']
7330,2015-12-14,12ftscissorlift,250,41,Oshawa,[False],['Contractor']
7331,2015-12-14,recipsaw,30,4,Dartmouth,[False],['Individual']
7332,2015-12-14,jigsaw,25,1,Dartmouth,[False],['Individual']
7333,2015-12-14,30ftscissorlift,400,1,Dartmouth,[False],['Contractor']
7334,2015-12-14,30lbairbreaker,70,1,Surrey,[False],['Contractor']
7335,2015-12-14,10fteasyfence,25,10,Oshawa,[False],['Contractor']
7336,2015-12-14,10kwgenerator,500,4,Ottawa East,[False],['Contractor']
7337,2015-12-14,impactwrench,40,1,Saint John,[False],['Contractor']
7338,2015-12-14,2tonexcavator,700,1,Bolton,[False],['Individual']
7339,2015-12-14,100kwgenerator,900,4,Ottawa East,[False],['Contractor']
7340,2015-12-14,16ftscissorlift,300,1,Ottawa East,[False],['Contractor']
7341,2015-12-14,circularsaw,30,20,Leduc,[False],['Individual']
7342,2015-12-14,19fttelehandler,600,5,Dartmouth,[False],['Contractor']
7343,2015-12-14,roofnailer,40,3,Dartmouth,[False],['Contractor']
7344,2015-12-14,3000wgenerator,200,24,Barrie,[False],['Contractor']
7345,2015-12-14,8drumsander,75,10,Dartmouth,[True],['Contractor']
7346,2015-12-14,messageboard,200,12,Bolton,[False],['Contractor']
7347,2015-12-14,platecompactor,200,23,Oshawa,[False],['Staff']
7348,2015-12-15,100kwgenerator,900,1,Kitchener,[False],['Contractor']
7349,2015-12-15,1000psiwasher,75,1,Anjou,[False],['Contractor']
7350,2015-12-15,revplatecompactor,225,29,Ottawa Downtown,[False],['Individual']
7351,2015-12-15,hammerdrill,30,2,Medicine Hat,[False],['Contractor']
7352,2015-12-15,1000psiwasher,75,1,St-Laurent,[True],['Contractor']
7353,2015-12-15,draincleaner,15,40,Vancouver,[False],['Individual']
7354,2015-12-15,grinder,30,2,Brossard,[False],['Individual']
7355,2015-12-15,impactwrench,40,4,Langley,[False],['Contractor']
7356,2015-12-15,hammerdrill,30,1,Leduc,[False],['Individual']
7357,2015-12-15,2tonexcavator,700,2,Dartmouth,[False],['Contractor']
7358,2015-12-15,1000psiwasher,75,10,Edmonton,[False],['Contractor']
7359,2015-12-15,platecompactor,200,1,Toronto,[False],['Contractor']
7360,2015-12-15,10ftcrowdfence,25,3,Kitchener,[False],['Individual']
7361,2015-12-15,8drumsander,75,2,Lethbridge,[False],['Contractor']
7362,2015-12-15,16ftscissorlift,300,2,Calgary,[False],['Contractor']
7363,2015-12-15,10kwgenerator,500,8,Kitchener,[False],['Contractor']
7364,2015-12-15,10ftscissorlift,200,4,Edmonton,[False],['Contractor']
7365,2015-12-15,circularsaw,30,12,Lethbridge,[False],['Contractor']
7366,2015-12-15,19fttelehandler,600,10,Barrie,[False],['Contractor']
7367,2015-12-15,recipsaw,30,1,Brossard,[False],['Individual']
7368,2015-12-15,8drumsander,75,7,Leduc,[False],['Contractor']
7369,2015-12-15,finishnailer,40,34,Ottawa Nepean,[False],['Contractor']
7370,2015-12-15,84smoothroller,850,1,Taber,[False],['Contractor']
7371,2015-12-15,3000wgenerator,200,9,Ottawa East,[True],['Contractor']
7372,2015-12-15,grinder,30,2,Saint John,[False],['Individual']
7373,2015-12-15,19fttelehandler,600,6,Oshawa,[False],['Individual']
7374,2015-12-15,84smoothroller,850,20,Barrie,[False],['Contractor']
7375,2015-12-15,66padroller,700,29,Calgary,[False],['Individual']
7376,2015-12-15,platecompactor,200,41,Kitchener,[False],['Contractor']
7377,2015-12-16,hammerdrill,30,10,Leduc,[False],['Contractor']
7378,2015-12-16,84smoothroller,850,41,St-Laurent,[False],['Contractor']
7379,2015-12-16,circularsaw,30,1,Medicine Hat,[False],['Individual']
7380,2015-12-16,beltsander,30,3,Surrey,[False],['Contractor']
7381,2015-12-16,circularsaw,30,13,Dartmouth,[False],['Individual']
7382,2015-12-16,hardwoodnailer,50,13,Langley,[False],['Contractor']
7383,2015-12-16,1000psiwasher,75,4,Brossard,[False],['Contractor']
7384,2015-12-16,circularsaw,30,3,Dartmouth,[False],['Contractor']
7385,2015-12-16,1tonexcavator,900,4,Langley,[False],['Contractor']
7386,2015-12-16,19fttelehandler,600,25,Edmonton,[False],['Individual']
7387,2015-12-16,vortexfan,50,44,Calgary,[False],['Contractor']
7388,2015-12-16,2tonexcavator,700,5,Kitchener,[False],['Individual']
7389,2015-12-16,hardwoodnailer,50,42,Taber,[False],['Contractor']
7390,2015-12-16,45ftboomlift,450,2,Oshawa,[False],['Contractor']
7391,2015-12-16,17lbairbreaker,60,36,Edmonton,[False],['Individual']
7392,2015-12-16,lawnroller,20,45,Vancouver,[False],['Individual']
7393,2015-12-16,messageboard,200,9,Anjou,[False],['Individual']
7394,2015-12-16,platecompactor,200,5,Toronto,[False],['Contractor']
7395,2015-12-16,chainsaw,50,2,Dartmouth,[False],['Individual']
7396,2015-12-17,8drumsander,75,4,Medicine Hat,[False],['Contractor']
7397,2015-12-17,hammerdrill,30,2,Dartmouth,[False],['Individual']
7398,2015-12-17,chainsaw,50,7,Brossard,[False],['Contractor']
7399,2015-12-17,pedestalfan,30,2,Edmonton,[False],['Contractor']
7400,2015-12-17,17lbairbreaker,60,3,St-Laurent,[False],['Contractor']
7401,2015-12-17,lawnroller,20,3,Calgary,[False],['Contractor']
7402,2015-12-17,hammerdrill,30,43,Ottawa Downtown,[False],['Individual']
7403,2015-12-17,1000psiwasher,75,5,Ottawa East,[False],['Contractor']
7404,2015-12-17,1tonexcavator,900,23,Toronto,[False],['Individual']
7405,2015-12-17,12ftscissorlift,250,32,Bracebridge,[False],['Individual']
7406,2015-12-17,impactwrench,40,2,Bolton,[False],['Contractor']
7407,2015-12-17,16ftscissorlift,300,2,Langley,[False],['Contractor']
7408,2015-12-17,16ftscissorlift,300,2,St-Laurent,[False],['Contractor']
7409,2015-12-17,jigsaw,25,47,Leduc,[False],['Individual']
7410,2015-12-17,5000lbforklift,450,10,Bracebridge,[False],['Contractor']
7411,2015-12-17,jumpingjack,80,2,Oshawa,[False],['Contractor']
7412,2015-12-17,30lbairbreaker,70,1,Chilliwack,[False],['Contractor']
7413,2015-12-17,messageboard,200,1,Toronto,[False],['Contractor']
7414,2015-12-18,lawnroller,20,30,Leduc,[False],['Individual']
7415,2015-12-18,30lbairbreaker,70,6,Surrey,[False],['Contractor']
7416,2015-12-18,30ftscissorlift,400,1,Toronto,[False],['Contractor']
7417,2015-12-18,platecompactor,200,2,Oshawa,[False],['Contractor']
7418,2015-12-18,hammerdrill,30,10,Leduc,[True],['Individual']
7419,2015-12-18,jigsaw,25,22,Brossard,[False],['Individual']
7420,2015-12-18,3000wgenerator,200,5,Vancouver,[False],['Contractor']
7421,2015-12-18,platecompactor,200,13,Mississauga,[False],['Contractor']
7422,2015-12-18,3000wgenerator,200,44,Barrie,[False],['Individual']
7423,2015-12-18,17lbairbreaker,60,40,Dartmouth,[False],['Contractor']
7424,2015-12-18,8drumsander,75,47,Saint John,[False],['Individual']
7425,2015-12-18,8drumsander,75,2,Dartmouth,[False],['Contractor']
7426,2015-12-18,40fttelehandler,750,27,Mississauga,[False],['Contractor']
7427,2015-12-18,recipsaw,30,9,Brossard,[False],['Contractor']
7428,2015-12-18,chainsaw,50,2,Brossard,[True],['Contractor']
7429,2015-12-18,impactwrench,40,1,Chilliwack,[False],['Contractor']
7430,2015-12-18,2tonexcavator,700,5,Edmonton,[False],['Contractor']
7431,2015-12-18,lawnroller,20,45,Taber,[False],['Individual']
7432,2015-12-18,jigsaw,25,1,Saint John,[True],['Individual']
7433,2015-12-18,lawnroller,20,2,Dartmouth,[False],['Individual']
7434,2015-12-18,trenchroller,400,48,Ottawa Nepean,[False],['Contractor']
7435,2015-12-18,10ftscissorlift,200,4,Anjou,[False],['Staff']
7436,2015-12-18,10ftscissorlift,200,1,Toronto,[False],['Contractor']
7437,2015-12-18,5000lbforklift,450,8,Bolton,[False],['Contractor']
7438,2015-12-18,lawnroller,20,48,Saint John,[False],['Contractor']
7439,2015-12-18,84smoothroller,850,17,Bracebridge,[False],['Contractor']
7440,2015-12-18,grinder,30,25,Barrie,[False],['Contractor']
7441,2015-12-19,circularsaw,30,3,Taber,[False],['Contractor']
7442,2015-12-19,66padroller,700,19,Ottawa East,[False],['Contractor']
7443,2015-12-19,hardwoodnailer,50,32,Leduc,[False],['Contractor']
7444,2015-12-19,3000wgenerator,200,1,Surrey,[False],['Contractor']
7445,2015-12-19,jigsaw,25,39,Vancouver,[False],['Individual']
7446,2015-12-19,finishnailer,40,3,Bracebridge,[False],['Staff']
7447,2015-12-19,30lbairbreaker,70,6,Dartmouth,[False],['Individual']
7448,2015-12-19,3000wgenerator,200,7,Toronto,[False],['Contractor']
7449,2015-12-19,messageboard,200,5,Taber,[False],['Contractor']
7450,2015-12-19,trenchroller,400,8,Ottawa Downtown,[False],['Contractor']
7451,2015-12-19,grinder,30,22,Chilliwack,[False],['Contractor']
7452,2015-12-19,hammerdrill,30,3,Taber,[False],['Contractor']
7453,2015-12-19,jumpingjack,80,4,Chilliwack,[False],['Contractor']
7454,2015-12-19,12ftscissorlift,250,13,Toronto,[False],['Individual']
7455,2015-12-19,5000lbforklift,450,18,Anjou,[False],['Contractor']
7456,2015-12-19,19fttelehandler,600,3,Brossard,[False],['Contractor']
7457,2015-12-19,5tonexcavator,1300,1,Toronto,[False],['Contractor']
7458,2015-12-19,revplatecompactor,225,19,Mississauga,[False],['Contractor']
7459,2015-12-19,40fttelehandler,750,2,Barrie,[False],['Contractor']
7460,2015-12-19,trenchroller,400,2,Ottawa East,[False],['Individual']
7461,2015-12-19,30ftscissorlift,400,1,Ottawa Nepean,[False],['Contractor']
7462,2015-12-19,lawnroller,20,16,Bolton,[False],['Contractor']
7463,2015-12-19,17lbairbreaker,60,2,Langley,[False],['Contractor']
7464,2015-12-20,hammerdrill,30,4,Saint John,[False],['Contractor']
7465,2015-12-20,jumpingjack,80,34,Bracebridge,[False],['Contractor']
7466,2015-12-20,hammerdrill,30,2,Langley,[False],['Contractor']
7467,2015-12-20,40fttelehandler,750,29,Ottawa East,[False],['Contractor']
7468,2015-12-20,40fttelehandler,750,7,Kitchener,[False],['Contractor']
7469,2015-12-20,recipsaw,30,1,Brossard,[False],['Staff']
7470,2015-12-20,2tonexcavator,700,10,Kitchener,[False],['Contractor']
7471,2015-12-20,2tonexcavator,700,28,Anjou,[False],['Individual']
7472,2015-12-20,10ftscissorlift,200,5,Toronto,[False],['Contractor']
7473,2015-12-20,trenchroller,400,4,Mississauga,[False],['Contractor']
7474,2015-12-20,circularsaw,30,2,Dartmouth,[False],['Contractor']
7475,2015-12-20,impactwrench,40,27,Ottawa Downtown,[False],['Contractor']
7476,2015-12-20,circularsaw,30,29,Dartmouth,[False],['Individual']
7477,2015-12-20,impactwrench,40,34,Saint John,[False],['Contractor']
7478,2015-12-20,8drumsander,75,3,Surrey,[False],['Individual']
7479,2015-12-20,beltsander,30,19,Chilliwack,[False],['Contractor']
7480,2015-12-20,chainsaw,50,16,Langley,[False],['Contractor']
7481,2015-12-20,draincleaner,15,2,Brossard,[False],['Contractor']
7482,2015-12-20,100kwgenerator,900,3,Chilliwack,[False],['Contractor']
7483,2015-12-21,chainsaw,50,1,Brossard,[False],['Contractor']
7484,2015-12-21,trenchroller,400,6,Ottawa East,[False],['Individual']
7485,2015-12-21,12ftscissorlift,250,45,Bracebridge,[False],['Contractor']
7486,2015-12-21,hammerdrill,30,16,Toronto,[False],['Contractor']
7487,2015-12-21,3000wgenerator,200,7,Kitchener,[False],['Contractor']
7488,2015-12-21,finishnailer,40,5,Ottawa Downtown,[False],['Contractor']
7489,2015-12-21,platecompactor,200,2,Ottawa Downtown,[False],['Contractor']
7490,2015-12-21,vortexfan,50,4,Bolton,[False],['Staff']
7491,2015-12-21,5tonexcavator,1300,46,Barrie,[False],['Contractor']
7492,2015-12-21,messageboard,200,28,Calgary,[False],['Contractor']
7493,2015-12-21,30lbairbreaker,70,41,Barrie,[False],['Contractor']
7494,2015-12-21,grinder,30,3,Chilliwack,[False],['Individual']
7495,2015-12-21,hammerdrill,30,21,Leduc,[False],['Individual']
7496,2015-12-21,hardwoodnailer,50,48,Taber,[False],['Individual']
7497,2015-12-21,lawnroller,20,27,Medicine Hat,[False],['Individual']
7498,2015-12-21,1000psiwasher,75,15,Calgary,[False],['Contractor']
7499,2015-12-21,2tonexcavator,700,36,Ottawa East,[False],['Individual']
7500,2015-12-21,lawnroller,20,4,Dartmouth,[False],['Contractor']
7501,2015-12-21,messageboard,200,5,Bracebridge,[False],['Contractor']
7502,2015-12-21,platecompactor,200,22,Oshawa,[False],['Individual']
7503,2015-12-21,10kwgenerator,500,1,Ottawa Downtown,[False],['Contractor']
7504,2015-12-22,circularsaw,30,43,Langley,[False],['Contractor']
7505,2015-12-22,beltsander,30,12,Brossard,[False],['Contractor']
7506,2015-12-22,jigsaw,25,37,Maple Ridge,[False],['Contractor']
7507,2015-12-22,revplatecompactor,225,32,Oshawa,[False],['Individual']
7508,2015-12-22,10ftcrowdfence,25,4,Kitchener,[False],['Contractor']
7509,2015-12-22,roofnailer,40,4,Mississauga,[False],['Contractor']
7510,2015-12-22,10kwgenerator,500,5,Saint John,[False],['Individual']
7511,2015-12-22,17lbairbreaker,60,41,Saint John,[False],['Contractor']
7512,2015-12-22,impactwrench,40,4,Chilliwack,[False],['Contractor']
7513,2015-12-22,66padroller,700,5,Edmonton,[False],['Contractor']
7514,2015-12-22,30lbairbreaker,70,3,Langley,[False],['Individual']
7515,2015-12-22,1000psiwasher,75,3,Barrie,[False],['Contractor']
7516,2015-12-22,1tonexcavator,900,1,Kitchener,[False],['Individual']
7517,2015-12-22,lawnroller,20,32,Medicine Hat,[False],['Contractor']
7518,2015-12-22,2tonexcavator,700,40,Toronto,[False],['Contractor']
7519,2015-12-22,impactwrench,40,31,Leduc,[False],['Contractor']
7520,2015-12-22,hardwoodnailer,50,9,Dartmouth,[False],['Contractor']
7521,2015-12-22,roofnailer,40,3,Ottawa Nepean,[False],['Contractor']
7522,2015-12-22,lawnroller,20,24,Taber,[False],['Contractor']
7523,2015-12-22,hardwoodnailer,50,7,Dartmouth,[False],['Individual']
7524,2015-12-22,recipsaw,30,27,Brossard,[False],['Contractor']
7525,2015-12-23,draincleaner,15,14,Leduc,[False],['Contractor']
7526,2015-12-23,trenchroller,400,6,Kitchener,[False],['Contractor']
7527,2015-12-23,vortexfan,50,2,Surrey,[False],['Contractor']
7528,2015-12-23,revplatecompactor,225,48,Kitchener,[False],['Contractor']
7529,2015-12-23,40fttelehandler,750,6,Calgary,[False],['Contractor']
7530,2015-12-23,hammerdrill,30,1,Surrey,[False],['Contractor']
7531,2015-12-23,messageboard,200,1,Ottawa Downtown,[False],['Contractor']
7532,2015-12-23,17lbairbreaker,60,3,Langley,[False],['Contractor']
7533,2015-12-23,10ftcrowdfence,25,6,Leduc,[False],['Contractor']
7534,2015-12-23,40smoothroller,500,1,Edmonton,[False],['Contractor']
7535,2015-12-23,lawnroller,20,1,Leduc,[False],['Staff']
7536,2015-12-23,hammerdrill,30,22,Langley,[False],['Contractor']
7537,2015-12-23,pedestalfan,30,4,Oshawa,[False],['Contractor']
7538,2015-12-23,trenchroller,400,26,St-Laurent,[False],['Contractor']
7539,2015-12-23,100kwgenerator,900,4,Leduc,[False],['Individual']
7540,2015-12-23,40smoothroller,500,1,Ottawa Nepean,[False],['Contractor']
7541,2015-12-23,jigsaw,25,24,Saint John,[False],['Individual']
7542,2015-12-23,5tonexcavator,1300,1,Ottawa Nepean,[False],['Contractor']
7543,2015-12-23,100kwgenerator,900,29,Ottawa East,[False],['Contractor']
7544,2015-12-23,45ftboomlift,450,2,Ottawa East,[False],['Contractor']
7545,2015-12-23,30lbairbreaker,70,5,Dartmouth,[True],['Contractor']
7546,2015-12-23,40fttelehandler,750,7,Kitchener,[False],['Contractor']
7547,2015-12-23,16ftscissorlift,300,3,Saint John,[False],['Contractor']
7548,2015-12-23,hammerdrill,30,30,Leduc,[False],['Individual']
7549,2015-12-23,messageboard,200,9,Toronto,[False],['Contractor']
7550,2015-12-24,66padroller,700,1,Toronto,[False],['Individual']
7551,2015-12-24,5tonexcavator,1300,11,Calgary,[False],['Individual']
7552,2015-12-24,1000psiwasher,75,5,Anjou,[False],['Contractor']
7553,2015-12-24,5000lbforklift,450,3,Toronto,[True],['Contractor']
7554,2015-12-24,hammerdrill,30,38,Brossard,[False],['Contractor']
7555,2015-12-24,jumpingjack,80,14,Toronto,[False],['Individual']
7556,2015-12-24,circularsaw,30,34,Langley,[False],['Contractor']
7557,2015-12-24,circularsaw,30,4,Leduc,[False],['Contractor']
7558,2015-12-24,100kwgenerator,900,3,Leduc,[False],['Contractor']
7559,2015-12-24,chainsaw,50,6,Surrey,[False],['Contractor']
